predicted_phred,program,nfrags,fraglen,qual_shift,observed_phred,n_matches,n_mismatches,n_total,observed_phred_unrounded
23,leeHom,10000000,120,-10,23,8543083,38538,8581621,23.476801579756454
24,leeHom,10000000,120,-10,24,701754,2922,704676,23.823092688601662
25,leeHom,10000000,120,-10,25,6621658,22873,6644531,24.63141201984214
26,leeHom,10000000,120,-10,26,3212775,8533,3221308,25.76930505515979
27,leeHom,10000000,120,-10,28,591998,1038,593036,27.56883704315218
28,leeHom,10000000,120,-10,28,786048,1288,787336,27.862442464696755
29,leeHom,10000000,120,-10,29,918420,1231,919651,28.733649944902176
30,leeHom,10000000,120,-10,30,882269,930,883199,29.775756201025565
31,leeHom,10000000,120,-10,31,1590176,1282,1591458,30.939071565056544
32,leeHom,10000000,120,-10,32,2115949,1236,2117185,32.33740337653386
33,leeHom,10000000,120,-10,33,4159718,2129,4161847,32.91110448969458
34,leeHom,10000000,120,-10,34,1179562,487,1180049,33.84371079979446
35,leeHom,10000000,120,-10,35,10870527,3765,10874292,34.60636010101207
36,leeHom,10000000,120,-10,36,18320978,4525,18325503,36.07437320488252
37,leeHom,10000000,120,-10,37,1583434,344,1583778,36.63135863386582
38,leeHom,10000000,120,-10,38,24877679,4385,24882064,37.539168051105925
39,leeHom,10000000,120,-10,39,687653,78,687731,39.45323998248175
40,leeHom,10000000,120,-10,39,1626899,195,1627094,39.213780322332525
41,leeHom,10000000,120,-10,42,763675,46,763721,42.20176900859914
42,leeHom,10000000,120,-10,42,1186536,73,1186609,42.10984777860006
43,leeHom,10000000,120,-10,43,1815754,96,1815850,42.76808737322337
44,leeHom,10000000,120,-10,44,1312586,58,1312644,43.5471896421027
45,leeHom,10000000,120,-10,45,1532079,52,1532131,44.69292556221088
46,leeHom,10000000,120,-10,46,5531451,142,5531593,45.90561873989021
47,leeHom,10000000,120,-10,47,5941256,133,5941389,46.50036346862021
48,leeHom,10000000,120,-10,48,12641305,217,12641522,47.653396309529725
49,leeHom,10000000,120,-10,49,6826404,95,6826499,48.56474425654313
50,leeHom,10000000,120,-10,50,13426652,145,13426797,49.666044206250135
51,leeHom,10000000,120,-10,51,12417166,98,12417264,51.027998389404026
52,leeHom,10000000,120,-10,51,19917324,149,19917473,51.26047968698886
53,leeHom,10000000,120,-10,53,7246248,34,7246282,53.286363142103326
54,leeHom,10000000,120,-10,55,21835679,77,21835756,54.52677507537571
55,leeHom,10000000,120,-10,54,12501163,50,12501213,53.9798215056387
56,leeHom,10000000,120,-10,57,45816236,98,45816334,56.69794260420902
57,leeHom,10000000,120,-10,57,76679463,162,76679625,56.75164965761087
58,leeHom,10000000,120,-10,58,32956842,57,32956899,57.620714853821426
59,leeHom,10000000,120,-10,58,51727091,74,51727165,58.44486957042782
60,leeHom,10000000,120,-10,61,754356881,632,754357513,60.76860141758039
2,leeHom,10000000,120,-20,0,32112,1626928,1659040,0.08488523553983345
3,leeHom,10000000,120,-20,3,11398270,12170316,23568586,2.8703167300679784
4,leeHom,10000000,120,-20,4,3648219,2476100,6124319,3.932896237374278
5,leeHom,10000000,120,-20,5,4843726,2039625,6883351,5.282495893825553
6,leeHom,10000000,120,-20,6,2847045,849491,3696536,6.386361580198269
7,leeHom,10000000,120,-20,7,1329876,334032,1663908,6.973412359465407
8,leeHom,10000000,120,-20,8,2537787,438692,2976479,8.31543108143337
9,leeHom,10000000,120,-20,8,835213,159217,994430,7.9558478104999155
10,leeHom,10000000,120,-20,10,3524736,399791,3924527,9.919543081351502
11,leeHom,10000000,120,-20,10,2659118,267834,2926952,10.385498929761862
12,leeHom,10000000,120,-20,13,5697366,316471,6013837,12.788177333819968
13,leeHom,10000000,120,-20,14,6893712,267400,7161112,14.278190632318992
14,leeHom,10000000,120,-20,14,5469240,218486,5687726,14.155150527961759
15,leeHom,10000000,120,-20,15,4617301,160008,4777309,14.750416358539361
16,leeHom,10000000,120,-20,15,6363131,186012,6549143,15.466435110037573
17,leeHom,10000000,120,-20,20,80407798,888112,81295910,19.61600958568343
18,leeHom,10000000,120,-20,11,324268,29978,354246,10.72502299807163
19,leeHom,10000000,120,-20,13,689629,38113,727742,12.809043051088697
20,leeHom,10000000,120,-20,4,691187,433123,1124310,4.14274826894718
21,leeHom,10000000,120,-20,21,390502,3156,393658,20.959820871534
22,leeHom,10000000,120,-20,22,687799,4305,692104,22.06198203453839
23,leeHom,10000000,120,-20,23,2679022,14176,2693198,22.78714578740944
24,leeHom,10000000,120,-20,24,835019,3457,838476,23.84791256610508
25,leeHom,10000000,120,-20,25,3668196,12528,3680724,24.68051508274511
26,leeHom,10000000,120,-20,26,8937134,21970,8959104,26.10434521121807
27,leeHom,10000000,120,-20,27,4854578,8950,4863528,27.35128385195885
28,leeHom,10000000,120,-20,28,1815009,2983,1817992,27.849387144328517
29,leeHom,10000000,120,-20,29,10989343,14294,11003637,28.863824772079276
30,leeHom,10000000,120,-20,30,10565353,10403,10575756,30.071528238848394
31,leeHom,10000000,120,-20,31,17511998,13376,17525374,31.17341034697997
32,leeHom,10000000,120,-20,32,6629352,3921,6633273,32.283310292562334
33,leeHom,10000000,120,-20,33,20043591,9092,20052683,33.43513061331707
34,leeHom,10000000,120,-20,34,11674306,4179,11678485,34.463141361177584
35,leeHom,10000000,120,-20,35,38581711,11248,38592959,35.35432770406038
36,leeHom,10000000,120,-20,36,4515965,1273,4517238,35.50044569210976
37,leeHom,10000000,120,-20,36,72807925,16310,72824235,36.49821970130714
38,leeHom,10000000,120,-20,38,31537691,5593,31543284,37.51262086812172
39,leeHom,10000000,120,-20,39,49777399,6897,49784296,38.584321441581395
40,leeHom,10000000,120,-20,40,70888835,7640,70896475,39.67531283855526
41,leeHom,10000000,120,-20,41,661171285,56813,661228098,40.65903577329399
2,leeHom,10000000,120,-30,1,802757,4105125,4907882,0.7756772664454232
3,leeHom,10000000,120,-30,3,61146868,65909136,127056004,2.850495738194774
4,leeHom,10000000,120,-30,4,8324444,5721939,14046383,3.900212824638327
5,leeHom,10000000,120,-30,5,20918616,8783876,29702492,5.291066912695759
6,leeHom,10000000,120,-30,6,13044466,4299712,17344178,6.057143549878006
7,leeHom,10000000,120,-30,9,73228028,9939084,83167112,9.226052597046856
8,leeHom,10000000,120,-30,1,98051,265389,363440,1.3654980579927005
9,leeHom,10000000,120,-30,5,803113,406592,1209705,4.735206463756045
10,leeHom,10000000,120,-30,2,3612259,4670483,8282742,2.4881233804672744
11,leeHom,10000000,120,-30,11,441671,36875,478546,11.131916614776793
12,leeHom,10000000,120,-30,12,9979378,637219,10616597,12.216966153891587
13,leeHom,10000000,120,-30,13,1238227,66525,1304752,12.925430880165054
14,leeHom,10000000,120,-30,14,20730624,858275,21588899,14.0060403206573
15,leeHom,10000000,120,-30,15,9236914,268676,9505590,15.487502041730137
16,leeHom,10000000,120,-30,16,843455,23435,866890,15.680990353249298
17,leeHom,10000000,120,-30,17,17271831,362185,17634016,16.8742077059326
18,leeHom,10000000,120,-30,18,26179443,409490,26588933,18.12457609185331
19,leeHom,10000000,120,-30,19,255938456,3027863,258966319,19.321070626847114
